GeneID	Phylostratum
WBGene00019113	12
WBGene00019115	10
WBGene00019116	10
WBGene00019118	1
WBGene00019119	0
WBGene00019120	2
WBGene00019121	2
WBGene00019122	13
WBGene00019123	5
WBGene00019124	2
WBGene00019125	2
WBGene00019126	2
WBGene00019127	1
WBGene00019128	2
WBGene00019129	12
WBGene00019130	11
WBGene00019132	12
WBGene00019138	12
WBGene00019139	12
WBGene00019140	12
WBGene00019141	12
WBGene00019142	12
WBGene00019143	2
WBGene00019144	5
WBGene00019145	9
WBGene00019146	7
WBGene00019148	1
WBGene00019149	4
WBGene00019150	13
WBGene00019151	7
WBGene00019152	12
WBGene00019153	2
WBGene00019154	2
WBGene00019155	11
WBGene00019156	2
WBGene00019157	5
WBGene00019158	12
WBGene00019159	5
WBGene00019160	1
WBGene00019162	1
WBGene00019163	1
WBGene00019164	3
WBGene00019165	7
WBGene00019166	1
WBGene00019167	4
WBGene00019168	1
WBGene00019169	12
WBGene00019170	1
WBGene00019171	0
WBGene00019174	0
WBGene00019177	11
WBGene00019178	1
WBGene00019179	1
WBGene00019180	2
WBGene00019182	2
WBGene00019183	4
WBGene00019184	2
WBGene00019185	1
WBGene00019186	13
WBGene00019187	2
WBGene00019188	2
WBGene00019189	13
WBGene00019190	13
WBGene00019194	0
WBGene00019196	1
WBGene00019197	6
WBGene00019198	2
WBGene00019199	1
WBGene00019200	6
WBGene00019202	7
WBGene00019203	2
WBGene00019204	2
WBGene00019205	1
WBGene00019207	1
WBGene00019209	1
WBGene00019211	1
WBGene00019212	2
WBGene00019213	8
WBGene00019214	11
WBGene00019215	11
WBGene00019216	12
WBGene00019217	1
WBGene00019218	2
WBGene00019219	1
WBGene00019220	1
WBGene00019221	1
WBGene00019222	7
WBGene00019224	2
WBGene00019225	1
WBGene00019226	12
WBGene00019227	1
WBGene00019228	4
WBGene00019229	4
WBGene00019230	2
WBGene00019231	2
WBGene00019232	8
WBGene00019233	8
WBGene00019234	8
WBGene00019235	8
WBGene00019236	3
WBGene00019237	1
WBGene00019239	12
WBGene00019240	1
WBGene00019241	1
WBGene00019242	12
WBGene00019243	12
WBGene00019244	11
WBGene00019245	1
WBGene00019246	1
WBGene00019247	8
WBGene00019248	13
WBGene00019249	2
WBGene00019250	5
WBGene00019251	0
WBGene00019253	0
WBGene00019254	11
WBGene00019255	2
WBGene00019257	8
WBGene00019259	1
WBGene00019260	13
WBGene00019261	7
WBGene00019262	10
WBGene00019263	2
WBGene00019264	1
WBGene00019265	12
WBGene00019266	0
WBGene00019267	0
WBGene00019268	2
WBGene00019269	6
WBGene00019270	2
WBGene00019272	1
WBGene00019273	4
WBGene00019274	1
WBGene00019275	1
WBGene00019276	1
WBGene00019277	1
WBGene00019279	9
WBGene00019280	2
WBGene00019281	5
WBGene00019282	9
WBGene00019283	9
WBGene00019284	2
WBGene00019285	2
WBGene00019286	4
WBGene00019287	2
WBGene00019288	3
WBGene00019289	1
WBGene00019290	5
WBGene00019292	6
WBGene00019293	7
WBGene00019294	2
WBGene00019295	1
WBGene00019296	2
WBGene00019297	9
WBGene00019298	1
WBGene00019299	4
WBGene00019300	2
WBGene00019301	1
WBGene00019302	0
WBGene00019303	0
WBGene00019304	2
WBGene00019305	1
WBGene00019306	10
WBGene00019309	1
WBGene00019312	13
WBGene00019313	12
WBGene00019314	13
WBGene00019315	12
WBGene00019316	0
WBGene00019317	2
WBGene00019318	2
WBGene00019319	2
WBGene00019320	2
WBGene00019321	11
WBGene00019322	1
WBGene00019323	1
WBGene00019324	2
WBGene00019326	1
WBGene00019327	2
WBGene00019328	2
WBGene00019329	2
WBGene00019331	1
WBGene00019332	5
WBGene00019333	2
WBGene00019334	1
WBGene00019335	11
WBGene00019337	12
WBGene00019338	12
WBGene00019339	13
WBGene00019340	1
WBGene00019341	8
WBGene00019342	13
WBGene00019343	3
WBGene00019344	1
WBGene00019345	2
WBGene00019346	2
WBGene00019347	1
WBGene00019348	10
WBGene00019349	1
WBGene00019350	13
WBGene00019351	1
WBGene00019352	2
WBGene00019353	2
WBGene00019354	8
WBGene00019355	8
WBGene00019356	0
WBGene00019357	7
WBGene00019359	0
WBGene00019360	1
WBGene00019361	2
WBGene00019362	1
WBGene00019364	1
WBGene00019365	1
WBGene00019367	1
WBGene00019368	5
WBGene00019369	5
WBGene00019370	1
WBGene00019372	13
WBGene00019373	2
WBGene00019376	1
WBGene00019380	1
WBGene00019381	7
WBGene00019382	2
WBGene00019383	1
WBGene00019386	11
WBGene00019387	12
WBGene00019388	12
WBGene00019389	11
WBGene00019391	11
WBGene00019392	11
WBGene00019393	11
WBGene00019394	2
WBGene00019395	2
WBGene00019396	8
WBGene00019399	2
WBGene00019400	2
WBGene00019401	1
WBGene00019402	2
WBGene00019403	1
WBGene00019404	5
WBGene00019405	10
WBGene00019406	1
WBGene00019407	1
WBGene00019408	2
WBGene00019409	8
WBGene00019410	2
WBGene00019411	2
WBGene00019412	11
WBGene00019413	11
WBGene00019414	11
WBGene00019415	11
WBGene00019416	11
WBGene00019417	11
WBGene00019418	11
WBGene00019419	11
WBGene00019420	11
WBGene00019421	12
WBGene00019422	12
WBGene00019423	0
WBGene00019424	1
WBGene00019425	4
WBGene00019426	3
WBGene00019427	1
WBGene00019428	1
WBGene00019429	7
WBGene00019430	8
WBGene00019431	3
WBGene00019432	7
WBGene00019433	1
WBGene00019434	1
WBGene00019435	9
WBGene00019436	2
WBGene00019437	10
WBGene00019438	1
WBGene00019442	13
WBGene00019444	10
WBGene00019445	10
WBGene00019448	10
WBGene00019449	2
WBGene00019450	4
WBGene00019451	4
WBGene00019452	5
WBGene00019453	10
WBGene00019455	11
WBGene00019456	8
WBGene00019457	1
WBGene00019458	8
WBGene00019459	2
WBGene00019460	2
WBGene00019461	1
WBGene00019462	7
WBGene00019464	1
WBGene00019465	1
WBGene00019466	2
WBGene00019467	1
WBGene00019470	8
WBGene00019471	8
WBGene00019472	8
WBGene00019473	8
WBGene00019476	3
WBGene00019477	2
WBGene00019478	2
WBGene00019479	3
WBGene00019480	2
WBGene00019481	1
WBGene00019482	2
WBGene00019483	1
WBGene00019484	5
WBGene00019485	4
WBGene00019486	6
WBGene00019487	1
WBGene00019488	4
WBGene00019489	2
WBGene00019490	11
WBGene00019491	9
WBGene00019492	1
WBGene00019493	1
WBGene00019495	13
WBGene00019496	2
WBGene00019497	1
WBGene00019498	1
WBGene00019501	0
WBGene00019502	13
WBGene00019503	2
WBGene00019504	1
WBGene00019506	4
WBGene00019507	9
WBGene00019508	7
WBGene00019509	1
WBGene00019510	1
WBGene00019511	11
WBGene00019512	8
WBGene00019513	11
WBGene00019514	7
WBGene00019515	3
WBGene00019516	3
WBGene00019518	2
WBGene00019519	2
WBGene00019520	2
WBGene00019521	2
WBGene00019522	2
WBGene00019524	9
WBGene00019525	2
WBGene00019527	10
WBGene00019530	9
WBGene00019531	9
WBGene00019533	8
WBGene00019534	0
WBGene00019535	1
WBGene00019536	1
WBGene00019537	2
WBGene00019538	2
WBGene00019540	5
WBGene00019541	0
WBGene00019543	1
WBGene00019544	1
WBGene00019545	2
WBGene00019546	2
WBGene00019547	5
WBGene00019548	5
WBGene00019549	5
WBGene00019550	5
WBGene00019552	0
WBGene00019553	0
WBGene00019554	11
WBGene00019556	3
WBGene00019557	4
WBGene00019558	9
WBGene00019559	9
WBGene00019561	7
WBGene00019562	7
WBGene00019563	5
WBGene00019564	7
WBGene00019565	8
WBGene00019566	0
WBGene00019567	7
WBGene00019570	2
WBGene00019571	2
WBGene00019572	3
WBGene00019574	13
WBGene00019576	11
WBGene00019577	11
WBGene00019578	9
WBGene00019579	4
WBGene00019580	4
WBGene00019582	0
WBGene00019583	0
WBGene00019584	1
WBGene00019586	13
WBGene00019589	9
WBGene00019590	4
WBGene00019591	12
WBGene00019592	3
WBGene00019593	9
WBGene00019594	13
WBGene00019595	2
WBGene00019597	10
WBGene00019598	0
WBGene00019599	3
WBGene00019600	2
WBGene00019601	5
WBGene00019603	4
WBGene00019604	1
WBGene00019605	5
WBGene00019606	1
WBGene00019607	1
WBGene00019608	2
WBGene00019609	1
WBGene00019611	12
WBGene00019612	1
WBGene00019613	1
WBGene00019614	10
WBGene00019615	1
WBGene00019616	2
WBGene00019617	2
WBGene00019618	7
WBGene00019619	5
WBGene00019620	2
WBGene00019621	0
WBGene00019622	0
WBGene00019623	7
WBGene00019624	1
WBGene00019625	7
WBGene00019626	8
WBGene00019627	2
WBGene00019628	3
WBGene00019629	2
WBGene00019630	8
WBGene00019631	9
WBGene00019633	1
WBGene00019636	2
WBGene00019638	2
WBGene00019639	0
WBGene00019640	4
WBGene00019641	4
WBGene00019642	5
WBGene00019643	3
WBGene00019644	2
WBGene00019645	2
WBGene00019646	1
WBGene00019647	1
WBGene00019648	7
WBGene00019649	2
WBGene00019650	1
WBGene00019651	5
WBGene00019652	9
WBGene00019653	9
WBGene00019654	9
WBGene00019655	3
WBGene00019656	1
WBGene00019657	1
WBGene00019658	3
WBGene00019659	7
WBGene00019660	7
WBGene00019661	0
WBGene00019662	1
WBGene00019663	1
WBGene00019664	1
WBGene00019665	5
WBGene00019666	2
WBGene00019667	1
WBGene00019668	4
WBGene00019669	3
WBGene00019673	2
WBGene00019674	2
WBGene00019675	2
WBGene00019677	3
WBGene00019678	1
WBGene00019679	1
WBGene00019680	2
WBGene00019681	0
WBGene00019682	1
WBGene00019683	11
WBGene00019684	12
WBGene00019685	12
WBGene00019686	0
WBGene00019687	13
WBGene00019688	12
WBGene00019689	12
WBGene00019690	11
WBGene00019691	2
WBGene00019692	1
WBGene00019693	1
WBGene00019697	2
WBGene00019698	1
WBGene00019699	12
WBGene00019700	12
WBGene00019702	11
WBGene00019703	11
WBGene00019704	11
WBGene00019705	11
WBGene00019709	13
WBGene00019710	1
WBGene00019711	1
WBGene00019712	4
WBGene00019713	2
WBGene00019714	0
WBGene00019715	1
WBGene00019716	1
WBGene00019717	6
WBGene00019718	4
WBGene00019719	3
WBGene00019720	11
WBGene00019721	4
WBGene00019722	12
WBGene00019723	13
WBGene00019724	2
WBGene00019725	2
WBGene00019726	1
WBGene00019727	2
WBGene00019728	0
WBGene00019729	11
WBGene00019730	2
WBGene00019731	2
WBGene00019732	12
WBGene00019733	0
WBGene00019734	2
WBGene00019735	4
WBGene00019736	2
WBGene00019738	7
WBGene00019740	2
WBGene00019741	11
WBGene00019742	11
WBGene00019743	11
WBGene00019744	11
WBGene00019745	12
WBGene00019746	1
WBGene00019747	2
WBGene00019748	1
WBGene00019749	2
WBGene00019750	10
WBGene00019751	2
WBGene00019753	1
WBGene00019754	9
WBGene00019755	4
WBGene00019756	3
WBGene00019757	9
WBGene00019758	0
WBGene00019759	1
WBGene00019760	1
WBGene00019761	7
WBGene00019762	1
WBGene00019763	2
WBGene00019764	2
WBGene00019765	2
WBGene00019766	1
WBGene00019767	1
WBGene00019769	5
WBGene00019770	1
WBGene00019771	2
WBGene00019772	3
WBGene00019773	5
WBGene00019774	2
WBGene00019776	2
WBGene00019777	13
WBGene00019778	1
WBGene00019779	2
WBGene00019780	2
WBGene00019781	2
WBGene00019782	1
WBGene00019783	12
WBGene00019784	10
WBGene00019785	12
WBGene00019786	2
WBGene00019787	4
WBGene00019788	12
WBGene00019791	12
WBGene00019792	2
WBGene00019793	0
WBGene00019794	13
WBGene00019795	0
WBGene00019797	13
WBGene00019799	13
WBGene00019800	2
WBGene00019801	1
WBGene00019803	1
WBGene00019804	13
WBGene00019805	8
WBGene00019806	2
WBGene00019807	1
WBGene00019808	2
WBGene00019809	0
WBGene00019810	11
WBGene00019811	2
WBGene00019812	2
WBGene00019813	1
WBGene00019814	1
WBGene00019815	1
WBGene00019816	9
WBGene00019817	1
WBGene00019818	4
WBGene00019819	2
WBGene00019820	1
WBGene00019821	1
WBGene00019822	2
WBGene00019823	1
WBGene00019824	3
WBGene00019825	2
WBGene00019826	12
WBGene00019827	1
WBGene00019828	2
WBGene00019829	2
WBGene00019830	2
WBGene00019831	2
WBGene00019832	1
WBGene00019833	1
WBGene00019834	0
WBGene00019835	0
WBGene00019836	7
WBGene00019837	5
WBGene00019838	2
WBGene00019839	1
WBGene00019840	7
WBGene00019841	1
WBGene00019842	2
WBGene00019843	7
WBGene00019844	1
WBGene00019846	1
WBGene00019847	8
WBGene00019849	6
WBGene00019850	10
WBGene00019851	6
WBGene00019854	11
WBGene00019855	2
WBGene00019856	11
WBGene00019857	11
WBGene00019858	13
WBGene00019859	13
WBGene00019861	12
WBGene00019862	1
WBGene00019863	0
WBGene00019864	9
WBGene00019865	0
WBGene00019866	4
WBGene00019867	1
WBGene00019868	2
WBGene00019869	4
WBGene00019870	4
WBGene00019871	0
WBGene00019872	11
WBGene00019873	2
WBGene00019874	13
WBGene00019875	1
WBGene00019877	1
WBGene00019878	1
WBGene00019879	3
WBGene00019880	2
WBGene00019881	5
WBGene00019882	2
WBGene00019883	2
WBGene00019884	1
WBGene00019885	2
WBGene00019886	2
WBGene00019887	13
WBGene00019888	2
WBGene00019890	1
WBGene00019891	7
WBGene00019892	11
WBGene00019893	1
WBGene00019894	1
WBGene00019895	1
WBGene00019896	2
WBGene00019898	2
WBGene00019899	2
WBGene00019900	2
WBGene00019901	3
WBGene00019902	2
WBGene00019903	0
WBGene00019904	2
WBGene00019905	11
WBGene00019906	3
WBGene00019907	11
WBGene00019908	2
WBGene00019909	6
WBGene00019911	1
WBGene00019913	13
WBGene00019914	8
WBGene00019915	1
WBGene00019916	0
WBGene00019917	4
WBGene00019918	12
WBGene00019919	2
WBGene00019920	3
WBGene00019921	12
WBGene00019922	12
WBGene00019923	12
WBGene00019924	12
WBGene00019925	12
WBGene00019926	12
WBGene00019927	12
WBGene00019929	0
WBGene00019931	8
WBGene00019933	8
WBGene00019935	1
WBGene00019937	2
WBGene00019938	10
WBGene00019939	2
WBGene00019940	2
WBGene00019941	1
WBGene00019943	2
WBGene00019944	2
WBGene00019945	7
WBGene00019946	1
WBGene00019947	1
WBGene00019948	9
WBGene00019949	0
WBGene00019950	5
WBGene00019951	1
WBGene00019952	12
WBGene00019953	2
WBGene00019954	0
WBGene00019955	2
WBGene00019956	12
WBGene00019957	5
WBGene00019959	2
WBGene00019960	2
WBGene00019961	2
WBGene00019962	2
WBGene00019963	2
WBGene00019964	12
WBGene00019965	2
WBGene00019966	2
WBGene00019967	3
WBGene00019968	2
WBGene00019970	4
WBGene00019971	1
WBGene00019972	8
WBGene00019973	4
WBGene00019975	3
WBGene00019977	2
WBGene00019978	1
WBGene00019979	1
WBGene00019980	1
WBGene00019981	12
WBGene00019982	12
WBGene00019983	1
WBGene00019986	2
WBGene00019987	1
WBGene00019988	2
WBGene00019989	12
WBGene00019991	4
WBGene00019992	0
WBGene00019993	2
WBGene00019994	1
WBGene00019995	1
WBGene00019996	1
WBGene00019997	11
WBGene00019998	1
WBGene00019999	4
WBGene00020003	1
WBGene00020004	2
WBGene00020006	8
WBGene00020007	2
WBGene00020008	2
WBGene00020010	2
WBGene00020011	8
WBGene00020012	1
WBGene00020014	4
WBGene00020015	10
WBGene00020016	1
WBGene00020017	2
WBGene00020018	1
WBGene00020019	2
WBGene00020020	0
WBGene00020021	0
WBGene00020022	1
WBGene00020023	7
WBGene00020025	4
WBGene00020026	2
WBGene00020027	13
WBGene00020029	2
WBGene00020030	1
WBGene00020031	1
WBGene00020032	0
WBGene00020033	6
WBGene00020034	1
WBGene00020035	2
WBGene00020036	1
WBGene00020037	1
WBGene00020038	1
WBGene00020039	0
WBGene00020040	0
WBGene00020041	0
WBGene00020042	11
WBGene00020043	9
WBGene00020045	2
WBGene00020046	8
WBGene00020047	2
WBGene00020048	2
WBGene00020049	2
WBGene00020050	12
WBGene00020051	1
WBGene00020052	1
WBGene00020053	2
WBGene00020054	12
WBGene00020055	10
WBGene00020056	2
WBGene00020057	2
WBGene00020058	1
WBGene00020060	2
WBGene00020062	11
WBGene00020063	11
WBGene00020064	9
WBGene00020066	5
WBGene00020067	9
WBGene00020068	1
WBGene00020069	2
WBGene00020070	2
WBGene00020071	1
WBGene00020072	1
WBGene00020073	12
WBGene00020076	13
WBGene00020077	13
WBGene00020078	13
WBGene00020080	13
WBGene00020082	2
WBGene00020083	2
WBGene00020084	13
WBGene00020086	2
WBGene00020088	1
WBGene00020089	2
WBGene00020090	2
WBGene00020091	7
WBGene00020092	1
WBGene00020093	2
WBGene00020094	2
WBGene00020095	1
WBGene00020096	2
WBGene00020097	1
WBGene00020098	0
WBGene00020099	2
WBGene00020100	2
WBGene00020101	7
WBGene00020102	2
WBGene00020103	8
WBGene00020104	2
WBGene00020105	8
WBGene00020106	1
WBGene00020107	1
WBGene00020109	1
WBGene00020110	1
WBGene00020111	1
WBGene00020112	2
WBGene00020113	1
WBGene00020114	1
WBGene00020115	2
WBGene00020116	13
WBGene00020117	13
WBGene00020118	13
WBGene00020119	11
WBGene00020120	0
WBGene00020121	12
WBGene00020122	0
WBGene00020123	11
WBGene00020125	1
WBGene00020126	4
WBGene00020127	0
WBGene00020128	4
WBGene00020130	1
WBGene00020131	1
WBGene00020134	1
WBGene00020135	2
WBGene00020136	12
WBGene00020137	2
WBGene00020138	2
WBGene00020139	2
WBGene00020140	1
WBGene00020141	4
WBGene00020142	1
WBGene00020143	2
WBGene00020144	7
WBGene00020146	1
WBGene00020148	2
WBGene00020149	2
WBGene00020150	0
WBGene00020151	2
WBGene00020152	12
WBGene00020153	12
WBGene00020154	2
WBGene00020155	5
WBGene00020156	5
WBGene00020157	3
WBGene00020158	2
WBGene00020160	1
WBGene00020163	1
WBGene00020166	2
WBGene00020168	2
WBGene00020169	2
WBGene00020170	12
WBGene00020171	1
WBGene00020172	1
WBGene00020173	13
WBGene00020174	13
WBGene00020175	12
WBGene00020176	13
WBGene00020177	13
WBGene00020178	13
WBGene00020179	6
WBGene00020180	13
WBGene00020181	2
WBGene00020182	2
WBGene00020183	11
WBGene00020184	1
WBGene00020185	1
WBGene00020187	1
WBGene00020188	4
WBGene00020189	1
WBGene00020190	1
WBGene00020191	1
WBGene00020192	2
WBGene00020193	1
WBGene00020194	1
WBGene00020195	2
WBGene00020196	2
WBGene00020197	1
WBGene00020199	1
WBGene00020200	11
WBGene00020201	12
WBGene00020202	12
WBGene00020203	13
WBGene00020205	12
WBGene00020207	1
WBGene00020208	2
WBGene00020209	1
WBGene00020210	0
WBGene00020211	0
WBGene00020212	12
WBGene00020214	12
WBGene00020215	1
WBGene00020216	2
WBGene00020217	10
WBGene00020218	9
WBGene00020219	2
WBGene00020220	4
WBGene00020221	4
WBGene00020222	2
WBGene00020223	2
WBGene00020224	2
WBGene00020225	4
WBGene00020227	6
WBGene00020228	0
WBGene00020229	2
WBGene00020230	2
WBGene00020231	2
WBGene00020232	13
WBGene00020233	12
WBGene00020234	1
WBGene00020235	2
WBGene00020236	4
WBGene00020237	2
WBGene00020239	2
WBGene00020240	2
WBGene00020241	2
WBGene00020242	2
WBGene00020243	2
WBGene00020244	2
WBGene00020245	2
WBGene00020246	1
WBGene00020247	5
WBGene00020248	2
WBGene00020249	4
WBGene00020250	1
WBGene00020251	1
WBGene00020252	2
WBGene00020254	2
WBGene00020256	2
WBGene00020258	5
WBGene00020259	2
WBGene00020260	2
WBGene00020261	0
WBGene00020263	1
WBGene00020264	1
WBGene00020265	13
WBGene00020266	2
WBGene00020267	1
WBGene00020268	1
WBGene00020269	1
WBGene00020270	1
WBGene00020273	1
WBGene00020274	8
WBGene00020275	2
WBGene00020276	8
WBGene00020277	9
WBGene00020279	1
WBGene00020280	7
WBGene00020281	1
WBGene00020282	7
WBGene00020283	1
WBGene00020284	2
WBGene00020285	13
WBGene00020286	2
WBGene00020287	1
WBGene00020288	4
WBGene00020289	1
WBGene00020290	13
WBGene00020291	0
WBGene00020293	3
WBGene00020294	1
WBGene00020296	2
WBGene00020297	1
WBGene00020298	1
WBGene00020299	2
WBGene00020300	5
WBGene00020301	1
WBGene00020302	2
WBGene00020305	13
WBGene00020307	1
WBGene00020311	2
WBGene00020313	7
WBGene00020314	5
WBGene00020315	2
WBGene00020316	8
WBGene00020317	2
WBGene00020318	3
WBGene00020319	2
WBGene00020320	2
WBGene00020321	1
WBGene00020322	1
WBGene00020323	3
WBGene00020324	1
WBGene00020325	12
WBGene00020326	12
WBGene00020327	4
WBGene00020328	4
WBGene00020329	12
WBGene00020330	1
WBGene00020333	8
WBGene00020334	1
WBGene00020335	1
WBGene00020339	1
WBGene00020340	1
WBGene00020341	2
WBGene00020342	13
WBGene00020343	2
WBGene00020345	13
WBGene00020346	1
WBGene00020347	1
WBGene00020348	1
WBGene00020349	11
WBGene00020350	13
WBGene00020351	12
WBGene00020353	4
WBGene00020354	12
WBGene00020356	11
WBGene00020357	13
WBGene00020358	13
WBGene00020359	13
WBGene00020360	13
WBGene00020361	12
WBGene00020362	11
WBGene00020363	12
WBGene00020365	2
WBGene00020366	1
WBGene00020368	1
WBGene00020369	1
WBGene00020370	2
WBGene00020372	7
WBGene00020373	1
WBGene00020374	2
WBGene00020375	1
WBGene00020376	2
WBGene00020377	7
WBGene00020378	2
WBGene00020379	12
WBGene00020380	2
WBGene00020382	3
WBGene00020383	1
WBGene00020384	7
WBGene00020385	10
WBGene00020386	5
WBGene00020389	1
WBGene00020390	1
WBGene00020391	1
WBGene00020392	11
WBGene00020393	5
WBGene00020394	2
WBGene00020396	2
WBGene00020397	1
WBGene00020398	2
WBGene00020399	2
WBGene00020400	5
WBGene00020401	3
WBGene00020402	5
WBGene00020403	0
WBGene00020404	12
WBGene00020406	11
WBGene00020407	12
WBGene00020408	13
WBGene00020409	11
WBGene00020410	11
WBGene00020411	11
WBGene00020412	7
WBGene00020413	2
WBGene00020414	8
WBGene00020415	11
WBGene00020416	5
WBGene00020417	2
WBGene00020418	2
WBGene00020419	1
WBGene00020420	2
WBGene00020421	1
WBGene00020422	1
WBGene00020423	1
WBGene00020424	2
WBGene00020425	1
WBGene00020426	2
WBGene00020427	1
WBGene00020428	11
WBGene00020430	11
WBGene00020431	11
WBGene00020433	12
WBGene00020435	5
WBGene00020436	2
WBGene00020437	1
WBGene00020438	11
WBGene00020439	12
WBGene00020440	12
WBGene00020441	1
WBGene00020442	2
WBGene00020443	2
WBGene00020444	1
WBGene00020445	1
WBGene00020446	2
WBGene00020447	1
WBGene00020448	12
WBGene00020449	12
WBGene00020450	12
WBGene00020451	12
WBGene00020452	12
WBGene00020453	12
WBGene00020454	12
WBGene00020455	12
WBGene00020456	12
WBGene00020457	12
WBGene00020459	12
WBGene00020460	2
WBGene00020461	2
WBGene00020462	2
WBGene00020463	9
WBGene00020464	5
WBGene00020465	3
WBGene00020466	4
WBGene00020467	13
WBGene00020468	7
WBGene00020469	11
WBGene00020471	1
WBGene00020472	13
WBGene00020473	13
WBGene00020474	13
WBGene00020475	2
WBGene00020476	2
WBGene00020478	2
WBGene00020479	2
WBGene00020480	1
WBGene00020481	1
WBGene00020482	2
WBGene00020483	12
WBGene00020484	8
WBGene00020485	11
WBGene00020486	1
WBGene00020487	8
WBGene00020488	4
WBGene00020489	1
WBGene00020490	2
WBGene00020491	1
WBGene00020494	0
WBGene00020496	2
WBGene00020497	11
WBGene00020498	2
WBGene00020499	2
WBGene00020500	8
WBGene00020501	2
WBGene00020502	2
WBGene00020503	2
WBGene00020504	2
WBGene00020505	1
WBGene00020506	2
WBGene00020507	1
WBGene00020508	9
WBGene00020509	1
WBGene00020510	2
WBGene00020511	1
WBGene00020515	13
WBGene00020516	1
WBGene00020517	2
WBGene00020520	4
WBGene00020523	10
WBGene00020524	10
WBGene00020525	11
WBGene00020526	11
WBGene00020527	2
WBGene00020528	2
WBGene00020530	1
WBGene00020531	7
WBGene00020532	13
WBGene00020533	12
WBGene00020534	13
WBGene00020535	13
WBGene00020536	0
WBGene00020537	13
WBGene00020539	0
WBGene00020540	13
WBGene00020541	12
WBGene00020542	12
WBGene00020543	12
WBGene00020544	12
WBGene00020546	13
WBGene00020548	0
WBGene00020549	1
WBGene00020550	4
WBGene00020551	4
WBGene00020553	1
WBGene00020554	2
WBGene00020555	10
WBGene00020556	1
WBGene00020557	2
WBGene00020558	7
WBGene00020559	7
WBGene00020560	1
WBGene00020561	2
WBGene00020562	1
WBGene00020563	2
WBGene00020564	0
WBGene00020565	11
WBGene00020566	5
WBGene00020567	1
WBGene00020568	2
WBGene00020569	2
WBGene00020571	1
WBGene00020572	1
WBGene00020573	4
WBGene00020574	2
WBGene00020575	2
WBGene00020576	4
WBGene00020577	4
WBGene00020579	5
WBGene00020580	2
WBGene00020581	2
WBGene00020582	5
WBGene00020583	2
WBGene00020584	2
WBGene00020585	2
WBGene00020586	2
WBGene00020587	8
WBGene00020588	1
WBGene00020589	8
WBGene00020590	5
WBGene00020592	8
WBGene00020593	8
WBGene00020594	8
WBGene00020595	2
WBGene00020596	2
WBGene00020597	12
WBGene00020598	12
WBGene00020599	8
WBGene00020600	1
WBGene00020601	1
WBGene00020602	8
WBGene00020603	0
WBGene00020604	1
WBGene00020605	2
WBGene00020607	2
WBGene00020608	2
WBGene00020609	13
WBGene00020611	13
WBGene00020612	1
WBGene00020613	1
WBGene00020616	9
WBGene00020617	13
WBGene00020618	9
WBGene00020620	9
WBGene00020623	2
WBGene00020624	9
WBGene00020625	1
WBGene00020626	2
WBGene00020627	8
WBGene00020628	11
WBGene00020629	11
WBGene00020630	4
WBGene00020631	2
WBGene00020633	2
WBGene00020634	2
WBGene00020635	5
WBGene00020636	1
WBGene00020637	12
WBGene00020638	12
WBGene00020639	12
WBGene00020640	12
WBGene00020642	13
WBGene00020645	12
WBGene00020646	1
WBGene00020647	1
WBGene00020648	2
WBGene00020649	1
WBGene00020650	0
WBGene00020651	2
WBGene00020652	2
WBGene00020653	12
WBGene00020655	4
WBGene00020656	9
WBGene00020657	2
WBGene00020658	2
WBGene00020659	1
WBGene00020660	0
WBGene00020661	2
WBGene00020662	2
WBGene00020663	3
WBGene00020664	7
WBGene00020665	12
WBGene00020666	0
WBGene00020667	0
WBGene00020669	0
WBGene00020670	7
WBGene00020672	1
WBGene00020673	2
WBGene00020674	7
WBGene00020675	1
WBGene00020678	2
WBGene00020679	1
WBGene00020680	10
WBGene00020682	1
WBGene00020683	1
WBGene00020684	7
WBGene00020686	9
WBGene00020687	1
WBGene00020688	2
WBGene00020689	2
WBGene00020690	3
WBGene00020691	1
WBGene00020692	5
WBGene00020693	1
WBGene00020694	1
WBGene00020695	1
WBGene00020696	1
WBGene00020697	3
WBGene00020698	3
WBGene00020699	3
WBGene00020700	3
WBGene00020701	4
WBGene00020702	3
WBGene00020703	12
WBGene00020704	3
WBGene00020705	2
WBGene00020706	1
WBGene00020707	1
WBGene00020708	2
WBGene00020709	11
WBGene00020710	2
WBGene00020712	1
WBGene00020713	11
WBGene00020714	5
WBGene00020715	5
WBGene00020716	1
WBGene00020717	2
WBGene00020718	2
WBGene00020719	2
WBGene00020720	4
WBGene00020721	1
WBGene00020722	1
WBGene00020725	9
WBGene00020726	12
WBGene00020727	2
WBGene00020728	7
WBGene00020730	11
WBGene00020732	1
WBGene00020735	1
WBGene00020736	1
WBGene00020737	1
WBGene00020738	1
WBGene00020740	3
WBGene00020741	5
WBGene00020742	1
WBGene00020743	2
WBGene00020744	13
WBGene00020746	12
WBGene00020747	2
WBGene00020748	2
WBGene00020749	12
WBGene00020750	11
WBGene00020752	12
WBGene00020753	5
WBGene00020754	13
WBGene00020755	4
WBGene00020756	2
WBGene00020757	2
WBGene00020758	1
WBGene00020759	7
WBGene00020760	7
WBGene00020761	1
WBGene00020762	1
WBGene00020763	4
WBGene00020764	1
WBGene00020765	2
WBGene00020766	2
WBGene00020767	3
WBGene00020769	0
WBGene00020770	1
WBGene00020771	13
