age	ID	ageN
N0	G005937	1
N0	G017457	1
N0	G006666	1
N0	G009793	1
N0	G020351	1
N0	G003775	1
N0	G027701	1
N0	G005723	1
N0	G005727	1
N0	G007575	1
N0	G008714	1
N0	G006572	1
N0	G022091	1
N0	G021472	1
N0	G021468	1
N0	G021470	1
N0	G005439	1
N0	G006833	1
N0	G005740	1
N0	G011520	1
N0	G010753	1
N0	G018890	1
N0	G026222	1
N0	G016137	1
N0	G024549	1
N0	G019508	1
N0	G010599	1
N0	G014950	1
N0	G004608	1
N0	G004601	1
N0	G004606	1
N0	G003899	1
N0	G018540	1
N0	G018541	1
N0	G018539	1
N0	G007577	1
N0	G012876	1
N0	G015728	1
N0	G005152	1
N0	G006999	1
N0	G023169	1
N0	G014809	1
N0	G020123	1
N0	G023105	1
N0	G024864	1
N0	G023266	1
N0	G023265	1
N0	G019593	1
N0	G019594	1
N0	G024008	1
N0	G008159	1
N0	G013477	1
N0	G006750	1
N0	G010913	1
N0	G016742	1
N0	G001504	1
N0	G001412	1
N0	G001387	1
N0	G006388	1
N0	G008973	1
N0	G022289	1
N0	G019106	1
N0	G025587	1
N0	G025584	1
N0	G026949	1
N0	G005838	1
N0	G012686	1
N0	G012694	1
N0	G001067	1
N0	G003965	1
N0	G003781	1
N0	G026089	1
N0	G004173	1
N0	G000301	1
N0	G000302	1
N0	G000026	1
N0	G023079	1
N0	G004996	1
N0	G018110	1
N0	G025075	1
N0	G005501	1
N0	G026588	1
N0	G028733	1
N0	G018419	1
N0	G012490	1
N0	G021940	1
N0	G019194	1
N0	G013445	1
N0	G001114	1
N0	G004864	1
N0	G028741	1
N0	G014606	1
N0	G009423	1
N0	G021194	1
N0	G014653	1
N0	G007154	1
N0	G008590	1
N0	G025071	1
N0	G025493	1
N0	G011691	1
N0	G005473	1
N0	G027880	1
N0	G021516	1
N0	G013816	1
N0	G011925	1
N0	G026757	1
N0	G009782	1
N0	G005521	1
N0	G006826	1
N0	G017481	1
N0	G012019	1
N0	G013561	1
N0	G020817	1
N0	G020814	1
N0	G026672	1
N0	G020407	1
N0	G016701	1
N0	G001518	1
N0	G005218	1
N0	G022009	1
N0	G002045	1
N0	G026422	1
N0	G026505	1
N0	G019850	1
N0	G019849	1
N0	G026506	1
N0	G026510	1
N0	G026509	1
N0	G004815	1
N0	G004808	1
N0	G014701	1
N0	G004814	1
N0	G014854	1
N0	G026951	1
N0	G014363	1
N0	G016259	1
N0	G001714	1
N0	G022931	1
N0	G024108	1
N0	G023575	1
N0	G008484	1
N0	G008485	1
N0	G008483	1
N0	G020708	1
N0	G023130	1
N0	G013251	1
N0	G025568	1
N0	G023290	1
N0	G023771	1
N0	G023772	1
N0	G023764	1
N0	G023757	1
N0	G023793	1
N0	G023008	1
N0	G011278	1
N0	G008938	1
N0	G011488	1
N0	G017827	1
N0	G013004	1
N0	G009968	1
N0	G027215	1
N0	G014945	1
N0	G026212	1
N0	G026206	1
N0	G026215	1
N0	G004675	1
N0	G012730	1
N0	G002841	1
N0	G023627	1
N0	G003157	1
N0	G003126	1
N0	G003178	1
N0	G012220	1
N0	G012732	1
N0	G003127	1
N0	G022730	1
N0	G021864	1
N0	G022689	1
N0	G014327	1
N0	G023114	1
N0	G022656	1
N0	G014538	1
N0	G028101	1
N0	G020664	1
N0	G028524	1
N0	G000934	1
N0	G006062	1
N0	G002993	1
N0	G021136	1
N0	G001817	1
N0	G004889	1
N0	G008050	1
N0	G013490	1
N0	G016510	1
N0	G008377	1
N0	G008379	1
N0	G008378	1
N0	G002026	1
N0	G024919	1
N0	G012116	1
N0	G010629	1
N0	G027065	1
N0	G013519	1
N0	G009754	1
N0	G019235	1
N0	G001923	1
N0	G009347	1
N0	G012953	1
N0	G001924	1
N0	G004141	1
N0	G008974	1
N0	G017171	1
N0	G025466	1
N0	G027284	1
N0	G027809	1
N0	G007862	1
N0	G021611	1
N0	G022097	1
N0	G022019	1
N0	G022355	1
N0	G019862	1
N0	G021110	1
N0	G026971	1
N0	G026970	1
N0	G026963	1
N0	G009026	1
N0	G007126	1
N0	G002508	1
N0	G021724	1
N0	G023213	1
N0	G014343	1
N0	G004923	1
N0	G023044	1
N0	G023043	1
N0	G023042	1
N0	G004000	1
N0	G013864	1
N0	G015242	1
N0	G024207	1
N0	G001224	1
N0	G001233	1
N0	G001231	1
N0	G001223	1
N0	G001225	1
N0	G016442	1
N0	G023039	1
N0	G026526	1
N0	G026619	1
N0	G006445	1
N0	G006446	1
N0	G006444	1
N0	G009137	1
N0	G005845	1
N0	G020918	1
N0	G019760	1
N0	G015726	1
N0	G005143	1
N0	G005136	1
N0	G005168	1
N0	G008283	1
N0	G025547	1
N0	G011610	1
N0	G018444	1
N0	G026503	1
N0	G018421	1
N0	G001169	1
N0	G011312	1
N0	G014997	1
N0	G014998	1
N0	G015010	1
N0	G015008	1
N0	G015001	1
N0	G015005	1
N0	G013427	1
N0	G002553	1
N0	G012975	1
N0	G016930	1
N0	G011332	1
N0	G009449	1
N0	G021197	1
N0	G020501	1
N0	G027833	1
N0	G005387	1
N0	G005372	1
N0	G005370	1
N0	G015146	1
N0	G015147	1
N0	G015164	1
N0	G015148	1
N0	G015157	1
N0	G015209	1
N0	G016705	1
N0	G007275	1
N0	G018457	1
N0	G018455	1
N0	G013373	1
N0	G013372	1
N0	G016376	1
N0	G020725	1
N0	G025618	1
N0	G025617	1
N0	G018663	1
N0	G009383	1
N0	G020091	1
N0	G025058	1
N0	G006672	1
N0	G018395	1
N0	G008971	1
N0	G008972	1
N0	G023264	1
N0	G007273	1
N0	G007101	1
N0	G007095	1
N0	G017964	1
N0	G001467	1
N0	G001472	1
N0	G018374	1
N0	G027009	1
N0	G004241	1
N0	G011120	1
N0	G004823	1
N0	G027923	1
N0	G026675	1
N0	G012264	1
N0	G012257	1
N0	G012251	1
N0	G012242	1
N0	G016858	1
N0	G016848	1
N0	G010043	1
N0	G019543	1
N0	G008288	1
N0	G004487	1
N0	G022105	1
N0	G010626	1
N0	G026613	1
N0	G013776	1
N0	G026112	1
N0	G024960	1
N0	G010964	1
N0	G010864	1
N0	G000956	1
N0	G005107	1
N0	G014153	1
N0	G012799	1
N0	G012798	1
N0	G001642	1
N0	G000603	1
N0	G001420	1
N0	G006607	1
N0	G001434	1
N0	G001394	1
N0	G025445	1
N0	G016630	1
N0	G007864	1
N0	G026415	1
N0	G015273	1
N0	G015275	1
N0	G027062	1
N0	G009054	1
N0	G009057	1
N0	G009055	1
N0	G017059	1
N0	G017051	1
N0	G018366	1
N0	G006615	1
N0	G021365	1
N0	G012551	1
N0	G028318	1
N0	G011164	1
N0	G017596	1
N0	G025619	1
N0	G011842	1
N0	G023038	1
N0	G010673	1
N0	G010672	1
N0	G010977	1
N0	G011360	1
N0	G024942	1
N0	G020480	1
N0	G001039	1
N0	G018153	1
N0	G026303	1
N0	G006170	1
N0	G008759	1
N0	G008758	1
N0	G011135	1
N0	G014919	1
N0	G018626	1
N0	G025731	1
N0	G027696	1
N0	G005673	1
N0	G026003	1
N0	G026754	1
N0	G023760	1
N0	G016180	1
N0	G025006	1
N0	G027731	1
N0	G027709	1
N0	G023226	1
N0	G023406	1
N0	G006513	1
N0	G019412	1
N0	G025387	1
N0	G025386	1
N0	G009371	1
N0	G009370	1
N0	G016534	1
N0	G009540	1
N0	G006359	1
N0	G006380	1
N0	G009893	1
N0	G008047	1
N0	G026589	1
N0	G012663	1
N0	G026696	1
N0	G026697	1
N0	G026458	1
N0	G026459	1
N0	G025385	1
N0	G007087	1
N0	G006086	1
N0	G006141	1
N0	G006102	1
N0	G006101	1
N0	G011719	1
N0	G014697	1
N0	G027425	1
N0	G015691	1
N0	G022634	1
N0	G004544	1
N0	G004541	1
N0	G018673	1
N0	G005857	1
N0	G005856	1
N0	G025578	1
N0	G001374	1
N0	G025248	1
N0	G017110	1
N0	G025116	1
N0	G025123	1
N0	G005297	1
N0	G001283	1
N0	G001280	1
N0	G016322	1
N0	G014635	1
N0	G018247	1
N0	G018251	1
N0	G018429	1
N0	G006100	1
N0	G021031	1
N0	G021502	1
N0	G006175	1
N0	G002779	1
N0	G002909	1
N0	G002752	1
N0	G002857	1
N0	G002848	1
N0	G002852	1
N0	G002899	1
N0	G012583	1
N0	G012554	1
N0	G028098	1
N0	G000461	1
N0	G028013	1
N0	G028010	1
N0	G027798	1
N0	G012838	1
N0	G013048	1
N0	G001212	1
N0	G008343	1
N0	G006934	1
N0	G012938	1
N0	G012939	1
N0	G026218	1
N0	G004515	1
N0	G012602	1
N0	G005485	1
N0	G018934	1
N0	G022703	1
N0	G011242	1
N0	G012633	1
N0	G004917	1
N0	G013071	1
N0	G025384	1
N0	G000641	1
N0	G013762	1
N0	G013088	1
N0	G006512	1
N0	G006518	1
N0	G003949	1
N0	G012973	1
N0	G022821	1
N0	G018353	1
N0	G001408	1
N0	G010104	1
N0	G016971	1
N0	G004190	1
N0	G006926	1
N0	G006929	1
N0	G006925	1
N0	G006924	1
N0	G017845	1
N0	G017870	1
N0	G017869	1
N0	G017846	1
N0	G017863	1
N0	G017842	1
N0	G017843	1
N0	G017868	1
N0	G017860	1
N0	G018031	1
N0	G018066	1
N0	G018062	1
N0	G018064	1
N0	G018046	1
N0	G018048	1
N0	G018033	1
N0	G018047	1
N0	G018051	1
N0	G017867	1
N0	G018019	1
N0	G018037	1
N0	G018023	1
N0	G018024	1
N0	G018022	1
N0	G018040	1
N0	G018021	1
N0	G003784	1
N0	G006118	1
N0	G020461	1
N0	G020458	1
N0	G020454	1
N0	G022842	1
N0	G022414	1
N0	G005084	1
N0	G016910	1
N0	G018659	1
N0	G026532	1
N0	G026528	1
N0	G020419	1
N0	G004457	1
N0	G004066	1
N0	G016539	1
N0	G007035	1
N0	G024854	1
N0	G024855	1
N0	G009287	1
N0	G024269	1
N0	G013009	1
N0	G017464	1
N0	G008406	1
N0	G012921	1
N0	G011639	1
N0	G010727	1
N0	G011816	1
N0	G006394	1
N0	G001820	1
N0	G011057	1
N0	G019319	1
N0	G015373	1
N0	G022128	1
N0	G009907	1
N0	G001564	1
N0	G021672	1
N0	G027445	1
N0	G027915	1
N0	G027914	1
N0	G022337	1
N0	G016065	1
N0	G021699	1
N0	G016520	1
N0	G016519	1
N0	G004866	1
N0	G022664	1
N0	G023140	1
N0	G019415	1
N0	G017047	1
N0	G016108	1
N0	G010518	1
N0	G010516	1
N0	G006852	1
N0	G006726	1
N0	G022271	1
N0	G023936	1
N0	G006782	1
N0	G003814	1
N0	G020163	1
N0	G021571	1
N0	G019727	1
N0	G007600	1
N0	G026430	1
N0	G004322	1
N0	G027421	1
N0	G003994	1
N0	G006745	1
N0	G001341	1
N0	G022838	1
N0	G023184	1
N0	G020700	1
N0	G022652	1
N0	G026919	1
N0	G008825	1
N0	G022524	1
N0	G028393	1
N0	G021818	1
N0	G016145	1
N0	G004259	1
N0	G012568	1
N0	G012589	1
N0	G026739	1
N0	G028736	1
N0	G003333	1
N0	G020178	1
N0	G018644	1
N0	G006414	1
N0	G006415	1
N0	G003313	1
N0	G003701	1
N0	G022318	1
N0	G014616	1
N0	G022557	1
N0	G008686	1
N0	G016944	1
N0	G005193	1
N0	G027946	1
N0	G016862	1
N0	G026701	1
N0	G013929	1
N0	G004277	1
N0	G008436	1
N0	G003944	1
N0	G026094	1
N0	G008982	1
N0	G025910	1
N0	G018328	1
N0	G018332	1
N0	G028277	1
N0	G005722	1
N0	G024511	1
N0	G022455	1
N0	G005889	1
N0	G005002	1
N0	G015948	1
N0	G020182	1
N0	G022775	1
N0	G028114	1
N0	G024057	1
N0	G019870	1
N0	G019756	1
N0	G021720	1
N0	G021721	1
N0	G021722	1
N0	G021731	1
N0	G016125	1
N0	G016123	1
N0	G004092	1
N0	G011916	1
N0	G020968	1
N0	G025111	1
N0	G022790	1
N0	G027670	1
N0	G027669	1
N0	G002647	1
N0	G025392	1
N0	G025397	1
N0	G025403	1
N0	G025402	1
N0	G025394	1
N0	G025398	1
N0	G006469	1
N0	G022826	1
N0	G014608	1
N0	G024944	1
N0	G009620	1
N0	G009625	1
N0	G017304	1
N0	G022973	1
N0	G011495	1
N0	G023078	1
N0	G010268	1
N0	G022486	1
N0	G008415	1
N0	G008417	1
N0	G001072	1
N0	G001070	1
N0	G001071	1
N0	G001074	1
N0	G022723	1
N0	G017543	1
N0	G016854	1
N0	G015673	1
N0	G009020	1
N0	G009398	1
N0	G015989	1
N0	G025915	1
N0	G007221	1
N0	G007217	1
N0	G000714	1
N0	G000708	1
N0	G023007	1
N0	G001444	1
N0	G007056	1
N0	G027758	1
N0	G013053	1
N0	G023663	1
N0	G013919	1
N0	G008889	1
N0	G011505	1
N0	G023258	1
N0	G005711	1
N0	G025099	1
N0	G018506	1
N0	G023132	1
N0	G018342	1
N0	G013017	1
N0	G007978	1
N0	G007977	1
N0	G004262	1
N0	G001454	1
N0	G001124	1
N0	G004084	1
N0	G019348	1
N0	G002612	1
N0	G004584	1
N0	G001295	1
N0	G004051	1
N0	G004050	1
N0	G004053	1
N0	G004052	1
N0	G004267	1
N0	G012846	1
N0	G009983	1
N0	G003339	1
N0	G004373	1
N0	G018725	1
N0	G013205	1
N0	G027188	1
N0	G008454	1
N0	G023257	1
N0	G023256	1
N0	G023254	1
N0	G023352	1
N0	G001369	1
N0	G020568	1
N0	G002001	1
N0	G002518	1
N0	G023570	1
N0	G022002	1
N0	G021697	1
N0	G021698	1
N0	G001550	1
N0	G017490	1
N0	G008779	1
N0	G011390	1
N0	G022936	1
N0	G025453	1
N0	G028192	1
N0	G028858	1
N0	G028569	1
N0	G012839	1
N0	G000575	1
N0	G001883	1
N0	G019222	1
N0	G014947	1
N0	G015772	1
N0	G001542	1
N0	G025732	1
N0	G027213	1
N0	G027210	1
N0	G027209	1
N0	G027212	1
N0	G018844	1
N0	G027711	1
N0	G028522	1
N0	G023373	1
N0	G021793	1
N0	G027580	1
N0	G007769	1
N0	G027916	1
N0	G022994	1
N0	G022992	1
N0	G020953	1
N0	G015305	1
N0	G001574	1
N0	G003480	1
N0	G016856	1
N0	G013598	1
N0	G017028	1
N0	G003747	1
N0	G003748	1
N0	G019751	1
N0	G001522	1
N0	G024773	1
N0	G011798	1
N0	G011042	1
N0	G019615	1
N0	G005975	1
N0	G024733	1
N0	G018410	1
N0	G007798	1
N0	G006206	1
N0	G023706	1
N0	G004177	1
N0	G027748	1
N0	G003559	1
N0	G003558	1
N0	G004042	1
N0	G027225	1
N0	G016803	1
N0	G020224	1
N0	G022510	1
N0	G011373	1
N0	G010690	1
N0	G012269	1
N0	G016767	1
N0	G016278	1
N0	G011666	1
N0	G004838	1
N0	G008984	1
N0	G026060	1
N0	G020075	1
N0	G021030	1
N0	G001810	1
N0	G001807	1
N0	G001808	1
N0	G026737	1
N0	G023224	1
N0	G018512	1
N0	G013237	1
N0	G026308	1
N0	G018442	1
N0	G014637	1
N0	G027205	1
N0	G027208	1
N0	G003901	1
N0	G005128	1
N0	G018370	1
N0	G019167	1
N0	G019162	1
N0	G019116	1
N0	G008794	1
N0	G010414	1
N0	G010415	1
N0	G010954	1
N0	G021541	1
N0	G017501	1
N0	G020622	1
N0	G009253	1
N0	G022562	1
N0	G014644	1
N0	G014645	1
N0	G005579	1
N0	G014106	1
N0	G017234	1
N0	G021446	1
N0	G002513	1
N0	G025904	1
N0	G013475	1
N0	G003022	1
N0	G019191	1
N0	G016110	1
N0	G006771	1
N0	G018412	1
N0	G026233	1
N0	G008542	1
N0	G003709	1
N0	G003711	1
N0	G018371	1
N0	G005476	1
N0	G028517	1
N0	G023137	1
N0	G023222	1
N0	G003549	1
N0	G012313	1
N0	G002609	1
N0	G010721	1
N0	G024198	1
N0	G025422	1
N0	G025078	1
N0	G019866	1
N0	G013447	1
N0	G017495	1
N0	G005887	1
N0	G005896	1
N0	G022468	1
N0	G007420	1
N0	G026087	1
N0	G005440	1
N0	G009981	1
N0	G009980	1
N0	G009979	1
N0	G023885	1
N0	G023196	1
N0	G020327	1
N0	G018305	1
N0	G009518	1
N0	G006723	1
N0	G006775	1
N0	G020205	1
N0	G012152	1
N0	G012151	1
N0	G014814	1
N0	G027962	1
N0	G013797	1
N0	G014301	1
N0	G001739	1
N0	G001731	1
N0	G017892	1
N0	G021283	1
N0	G022314	1
N0	G022714	1
N0	G013740	1
N0	G012659	1
N0	G012658	1
N0	G009548	1
N0	G012059	1
N0	G012787	1
N0	G008296	1
N0	G019993	1
N0	G017943	1
N0	G018129	1
N0	G015887	1
N0	G009886	1
N0	G012916	1
N0	G024492	1
N0	G024491	1
N0	G026323	1
N0	G011475	1
N0	G025734	1
N0	G026318	1
N0	G012092	1
N0	G003933	1
N0	G025886	1
N0	G027743	1
N0	G013883	1
N0	G027753	1
N0	G021833	1
N0	G008291	1
N0	G009594	1
N0	G028394	1
N0	G016527	1
N0	G020634	1
N0	G001524	1
N0	G027063	1
N0	G022680	1
N0	G004962	1
N0	G027350	1
N0	G008293	1
N0	G020628	1
N0	G022736	1
N0	G026463	1
N0	G009073	1
N0	G014765	1
N0	G014768	1
N0	G009416	1
N0	G009415	1
N0	G025227	1
N0	G026863	1
N0	G011359	1
N0	G019937	1
N0	G027410	1
N0	G009168	1
N0	G025621	1
N0	G017103	1
N0	G022234	1
N0	G028561	1
N0	G018554	1
N0	G008981	1
N0	G004194	1
N0	G001417	1
N0	G026306	1
N0	G008640	1
N0	G021021	1
N0	G012026	1
N0	G020486	1
N0	G020485	1
N0	G020484	1
N0	G008897	1
N0	G014325	1
N0	G014004	1
N0	G006096	1
N0	G022240	1
N0	G021987	1
N0	G016868	1
N0	G020782	1
N0	G010724	1
N0	G011230	1
N0	G024041	1
N0	G011862	1
N0	G021158	1
N0	G027265	1
N0	G022988	1
N0	G026859	1
N0	G000642	1
N0	G009834	1
N0	G013077	1
N0	G010618	1
N0	G006770	1
N0	G008365	1
N0	G007204	1
N0	G021488	1
N0	G027845	1
N0	G012088	1
N0	G005417	1
N0	G011374	1
N0	G017982	1
N0	G010302	1
N0	G017444	1
N0	G010380	1
N0	G010174	1
N0	G021428	1
N0	G021431	1
N0	G021430	1
N0	G007955	1
N0	G006211	1
N0	G001166	1
N0	G013277	1
N0	G003797	1
N0	G011693	1
N0	G016070	1
N0	G018142	1
N0	G019948	1
N0	G019954	1
N0	G019958	1
N0	G019945	1
N0	G019951	1
N0	G027220	1
N0	G017450	1
N0	G010700	1
N0	G011244	1
N0	G016339	1
N0	G017156	1
N0	G017157	1
N0	G011314	1
N0	G001670	1
N0	G023170	1
N0	G005266	1
N0	G025733	1
N0	G020084	1
N0	G008166	1
N0	G004946	1
N0	G005249	1
N0	G008606	1
N0	G010748	1
N0	G020329	1
N0	G020328	1
N0	G022352	1
N0	G007797	1
N0	G021161	1
N0	G018314	1
N0	G027733	1
N0	G018944	1
N0	G019597	1
N0	G025556	1
N0	G024506	1
N0	G024526	1
N0	G024540	1
N0	G024562	1
N0	G006336	1
N0	G019736	1
N0	G000829	1
N0	G000830	1
N0	G000831	1
N0	G009607	1
N0	G009599	1
N0	G009608	1
N0	G009609	1
N0	G022836	1
N0	G017523	1
N0	G025145	1
N0	G019182	1
N0	G018545	1
N0	G009580	1
N0	G010990	1
N0	G018645	1
N0	G004204	1
N0	G019720	1
N0	G025374	1
N0	G017177	1
N0	G006630	1
N0	G009199	1
N0	G017814	1
N0	G008342	1
N0	G001492	1
N0	G001384	1
N0	G015941	1
N0	G019245	1
N0	G022702	1
N0	G014636	1
N0	G022082	1
N0	G010042	1
N0	G010045	1
N0	G022320	1
N0	G022339	1
N0	G022322	1
N0	G011573	1
N0	G026748	1
N0	G006440	1
N0	G006441	1
N0	G006971	1
N0	G008218	1
N0	G008657	1
N0	G006312	1
N0	G020998	1
N0	G021160	1
N0	G000755	1
N0	G000754	1
N0	G003803	1
N0	G007455	1
N0	G024930	1
N0	G024654	1
N0	G004176	1
N0	G022115	1
N0	G018931	1
N0	G016829	1
N0	G005436	1
N0	G027458	1
N0	G026906	1
N0	G004166	1
N0	G016391	1
N0	G009472	1
N0	G009476	1
N0	G009480	1
N0	G009474	1
N0	G009473	1
N0	G004821	1
N0	G004820	1
N0	G022055	1
N0	G013545	1
N0	G004845	1
N0	G004846	1
N0	G022400	1
N0	G003878	1
N0	G005432	1
N0	G002295	1
N0	G002311	1
N0	G028274	1
N0	G018372	1
N0	G023238	1
N0	G010973	1
N0	G007609	1
N0	G017518	1
N0	G018274	1
N0	G021990	1
N0	G015829	1
N0	G005415	1
N0	G010411	1
N0	G021059	1
N0	G007970	1
N0	G019821	1
N0	G016808	1
N0	G011510	1
N0	G022944	1
N0	G022945	1
N0	G004210	1
N0	G016551	1
N0	G026587	1
N0	G001263	1
N0	G006321	1
N0	G027586	1
N0	G027844	1
N0	G023874	1
N0	G025567	1
N0	G007599	1
N0	G021636	1
N0	G012978	1
N0	G003995	1
N0	G015661	1
N0	G018502	1
N0	G019679	1
N0	G013845	1
N0	G028433	1
N0	G021291	1
N0	G003914	1
N0	G024318	1
N0	G024332	1
N0	G013045	1
N0	G009591	1
N0	G027800	1
N0	G027801	1
N0	G024652	1
N0	G015131	1
N0	G015132	1
N0	G015069	1
N0	G025149	1
N0	G025144	1
N0	G017420	1
N0	G021418	1
N0	G010835	1
N0	G008421	1
N0	G001931	1
N0	G009694	1
N0	G016655	1
N0	G021641	1
N0	G016382	1
N0	G006218	1
N0	G008740	1
N0	G008035	1
N0	G021523	1
N0	G022076	1
N0	G023937	1
N0	G016508	1
N0	G022504	1
N0	G021860	1
N0	G022308	1
N0	G005315	1
N0	G005316	1
N0	G019626	1
N0	G019627	1
N0	G013529	1
N0	G019782	1
N0	G026858	1
N0	G003826	1
N0	G005580	1
N0	G003811	1
N0	G027203	1
N0	G028398	1
N0	G028397	1
N0	G007238	1
N0	G014692	1
N0	G005259	1
N0	G012449	1
N0	G024200	1
N0	G023343	1
N0	G028197	1
N0	G002591	1
N0	G001698	1
N0	G016906	1
N0	G005835	1
N0	G011555	1
N0	G013002	1
N0	G023191	1
N0	G017190	1
N0	G020223	1
N0	G017603	1
N0	G003672	1
N0	G018219	1
N0	G020399	1
N0	G024443	1
N0	G013454	1
N0	G026400	1
N0	G024598	1
N0	G018715	1
N0	G015736	1
N0	G001617	1
N0	G027577	1
N0	G009297	1
N0	G007178	1
N0	G007179	1
N0	G014780	1
N0	G001134	1
N0	G014367	1
N0	G003389	1
N0	G018125	1
N0	G004345	1
N0	G023409	1
N0	G004343	1
N0	G009864	1
N0	G009865	1
N0	G003231	1
N0	G009019	1
N0	G012997	1
N0	G022971	1
N0	G016628	1
N0	G015443	1
N0	G002006	1
N0	G005834	1
N0	G016353	1
N0	G013596	1
N0	G013597	1
N0	G014444	1
N0	G005745	1
N0	G005079	1
N0	G014731	1
N0	G020789	1
N0	G008518	1
N0	G027298	1
N0	G016796	1
N0	G016797	1
N0	G026268	1
N0	G016791	1
N0	G006506	1
N0	G006695	1
N0	G027315	1
N0	G027003	1
N0	G016884	1
N0	G002131	1
N0	G009211	1
N0	G020768	1
N0	G005884	1
N0	G016632	1
N0	G016918	1
N0	G002052	1
N0	G003946	1
N0	G003813	1
N0	G024205	1
N0	G018166	1
N0	G020295	1
N0	G012137	1
N0	G018670	1
N0	G009670	1
N0	G009669	1
N0	G025431	1
N0	G019065	1
N0	G002548	1
N0	G014549	1
N0	G014536	1
N0	G019243	1
N0	G019244	1
N0	G019240	1
N0	G002414	1
N0	G008465	1
N0	G008459	1
N0	G004109	1
N0	G021068	1
N0	G021153	1
N0	G010212	1
N0	G008240	1
N0	G024860	1
N0	G012410	1
N0	G006308	1
N0	G003202	1
N0	G007127	1
N0	G021643	1
N0	G009971	1
N0	G009972	1
N0	G026775	1
N0	G003448	1
N0	G022119	1
N0	G026336	1
N0	G004369	1
N0	G017505	1
N0	G008870	1
N0	G007765	1
N0	G007764	1
N0	G019884	1
N0	G017477	1
N0	G007269	1
N0	G024838	1
N0	G023340	1
N0	G027621	1
N0	G027613	1
N0	G006685	1
N0	G005090	1
N0	G014674	1
N0	G003825	1
N0	G005331	1
N0	G027196	1
N0	G017221	1
N0	G008603	1
N0	G014159	1
N0	G014680	1
N0	G003930	1
N0	G016631	1
N0	G017067	1
N0	G005578	1
N0	G025943	1
N0	G002018	1
N0	G027998	1
N0	G006863	1
N0	G006879	1
N0	G006850	1
N0	G001081	1
N0	G026758	1
N0	G019326	1
N0	G007594	1
N0	G021773	1
N0	G021774	1
N0	G011252	1
N0	G017835	1
N0	G000882	1
N0	G000883	1
N0	G000854	1
N0	G026158	1
N0	G000879	1
N0	G000848	1
N0	G000877	1
N0	G000858	1
N0	G000875	1
N0	G000860	1
N0	G000897	1
N0	G000811	1
N0	G001079	1
N0	G000906	1
N0	G000878	1
N0	G000857	1
N0	G000880	1
N0	G000849	1
N0	G000881	1
N0	G000850	1
N0	G000884	1
N0	G006070	1
N0	G006059	1
N0	G005133	1
N0	G005131	1
N0	G002126	1
N0	G026207	1
N0	G003822	1
N0	G020402	1
N0	G028346	1
N0	G024840	1
N0	G010175	1
N0	G027585	1
N0	G006489	1
N0	G005874	1
N0	G007608	1
N0	G015299	1
N0	G018111	1
N0	G028453	1
N0	G024457	1
N0	G015718	1
N0	G022407	1
N0	G016340	1
N0	G004367	1
N0	G010494	1
N0	G005732	1
N0	G005730	1
N0	G005731	1
N0	G001860	1
N0	G022995	1
N0	G018067	1
N0	G008441	1
N0	G024144	1
N0	G028392	1
N0	G023354	1
N0	G002049	1
N0	G025242	1
N0	G028565	1
N0	G028564	1
N0	G001267	1
N0	G016897	1
N0	G012472	1
N0	G008888	1
N0	G017571	1
N0	G022996	1
N0	G005921	1
N0	G009208	1
N0	G017726	1
N0	G019925	1
N0	G003586	1
N0	G012800	1
N0	G010451	1
N0	G002141	1
N0	G016799	1
N0	G013288	1
N0	G010970	1
N0	G013075	1
N0	G013023	1
N0	G013019	1
N0	G016941	1
N0	G008474	1
N0	G015915	1
N0	G015913	1
N0	G015916	1
N0	G015928	1
N0	G023283	1
N0	G006134	1
N0	G006135	1
N0	G008591	1
N0	G008744	1
N0	G020963	1
N0	G012288	1
N0	G012825	1
N0	G017545	1
N0	G017619	1
N0	G006476	1
N0	G006473	1
N0	G006481	1
N0	G006475	1
N0	G006482	1
N0	G006478	1
N0	G024973	1
N0	G028478	1
N0	G020969	1
N0	G027068	1
N0	G004913	1
N0	G011097	1
N0	G007701	1
N0	G017256	1
N0	G009543	1
N0	G009546	1
N0	G014991	1
N0	G020516	1
N0	G001461	1
N0	G018264	1
N0	G006758	1
N0	G006757	1
N0	G001261	1
N0	G001608	1
N0	G009404	1
N0	G005268	1
N0	G014710	1
N0	G005739	1
N0	G008369	1
N0	G007280	1
N0	G005226	1
N0	G005228	1
N0	G005256	1
N0	G006842	1
N0	G022763	1
N0	G022581	1
N0	G006126	1
N0	G018373	1
N0	G003198	1
N0	G013443	1
N0	G020476	1
N0	G008736	1
N0	G013347	1
N0	G015565	1
N0	G015738	1
N0	G005512	1
N0	G013513	1
N0	G013478	1
N0	G028410	1
N0	G001119	1
N0	G028601	1
N0	G028469	1
N0	G023749	1
N0	G023747	1
N0	G023754	1
N0	G023631	1
N0	G028460	1
N0	G008521	1
N0	G008522	1
N0	G008520	1
N0	G007242	1
N0	G018892	1
N0	G013464	1
N0	G004797	1
N0	G013466	1
N0	G013465	1
N0	G022401	1
N0	G022670	1
N0	G020489	1
N0	G026228	1
N0	G027675	1
N0	G005911	1
N0	G021282	1
N0	G028859	1
N0	G014454	1
N0	G014474	1
N0	G015372	1
N0	G021034	1
N0	G020541	1
N0	G013162	1
N0	G022965	1
N0	G022302	1
N0	G004093	1
N0	G011829	1
N0	G002979	1
N0	G026353	1
N0	G022485	1
N0	G022535	1
